,Unnamed: 0,created_date,tweets,sentiment
4325,674,2019-04-12,Tim Draper Meeting Facebook Discuss Cryptocurrency Investment $ FB $ JPM $ TSLA,Neutral
4326,675,2019-04-12,Sell-Side 's Takeaways Amazon 's Investor Letter $ AMZN $ EBAY,Neutral
4327,676,2019-04-12,"Sysco Buys California Food Distributors J & amp ; , Imperio $ SYY",Neutral
4328,677,2019-04-12,RT @ jonnajarian : Five days biggest Cannabis Conference year ! privilege interviewing @ danbilzerian ⁦ @ B…,Neutral
4329,678,2019-04-12,Preparing Toronto : Top Investors Discuss New Opportunities Cannabis $ CNPOF,Positive
4330,679,2019-04-12,"Wells Fargo : Business PC Market Stabilizing , Good Microsoft $ MSFT",Positive
4331,680,2019-04-12,Q1 Earnings Season : Expect,Neutral
4332,681,2019-04-12,"RT @ RyanDetrick : lot fun @ Benzinga # PreMarketPrep yesterday - talking markets , investments , Fed , @ Bengals . Thank yo…",Positive
4333,682,2019-04-12,Baker Hughes : US Weekly Rig Count Down 3 Rigs $ BHGE $ APC $ CVX,Negative
4334,683,2019-04-12,Wall Street Saying Disney+ $ DIS $ AMZN $ NFLX,Neutral
4335,684,2019-04-12,Canopy Growth Replace Goldcorp & amp ; P/TSX 60 Index $ CGC $ GG,Neutral
4336,685,2019-04-12,Zero-Fee ETFs $ SFY $ SFYX,Neutral
4337,686,2019-04-12,Goldman Adds EXACT Sciences Americas Conviction List $ EXAS,Positive
4338,687,2019-04-12,"Best Energy Stocks Right , According @ QuantalyticsRes AI Model $ GPP $ SLB $ XOM",Positive
4339,688,2019-04-12,iPhone Comeback ? Morgan Stanley Talks Apple 's Chinese Growth $ AAPL,Neutral
4340,689,2019-04-12,Infinity Beyond : Watch Out Gap Fill Disney 's Stock Hits All-Time High $ DIS,Positive
4341,690,2019-04-12,Winter Over : Time Buy Natural Gas ? $ UNG $ XOM,Positive
4342,691,2019-04-12,Upwork Analyst Sees Pullbacks Buying Opportunities $ UPWK,Neutral
4343,692,2019-04-12,Need Know Ahead 2019 Cannabis Capital Conference Toronto $ OGRMF $ MMNFF $ ITHUF $ DXBRF $ TCNNF…,Neutral
4344,693,2019-04-12,RT @ Spus : missed today @ Benzinga # PreMarket Prep Show .,Neutral
4345,694,2019-04-12,"Uber Files IPO NYSE , Says Personal Mobility 'Vast ' Market Opportunity $ UBER $ LYFT",Neutral
4346,695,2019-04-12,Earnings Update -,Neutral
4347,696,2019-04-12,"Wells Fargo Reports Q1 Earnings Beat , Stock Ticks Higher $ WFC",Positive
4348,697,2019-04-12,"JPMorgan Trades Higher Q1 Earnings Beat , Record Revenue $ JPM",Positive
4349,698,2019-04-12,Chevron Buy Anadarko $ 33B Deal $ APC $ CVS,Neutral
4350,699,2019-04-12,StockX CEO @ joshluber : 'Maybe One Day Invest Jordan Index Instead Dow ' $ AMZN $ EBAY $ NKE,Neutral
4351,700,2019-04-12,RT @ TripleDTrader : 're LIVE @ KGD_Investor investor talking $ UBER IPO .,Positive
4352,701,2019-04-12,Disney+ : Details New Netflix Rival $ DIS $ NFLX,Positive
4353,702,2019-04-12,33 Stocks Moving Friday 's Pre-Market Session $ VIVE $ APC $ KMPH $ ALQA $ QD $ OPHT $ MUR $ TCON $ JPM $ XFOR $ AMRS $ PHAS…,Neutral
4354,703,2019-04-12,# OTD Market History : Yahoo ! IPO $ AABA $ VZ,Neutral
4355,704,2019-04-12,Dividend ETF Matters $ SPYD,Neutral
4356,705,2019-04-12,Analyst : Uber Roadshow 'Dark Shadow ' Over Lyft $ LYFT $ UBER,Negative
4357,706,2019-04-12,Jumia Technologies IPO : Need Know $ JMIA $ AMZN $ BABA,Neutral
4358,707,2019-04-11,Look Dow FANG Stocks 2019 $ DJIA $ IBM $ CSCO $ FB $ AMZN $ NFLX $ GOOGL,Neutral
4359,708,2019-04-11,RT @ KGD_Investor : Excited @ Benzinga # PreMarket Prep @ Spus @ sjisrael @ tripledtrader Friday ( tomorrow ) April 12 8:35AM EDT t…,Positive
4360,709,2019-04-11,Q1 Earnings Season : Expect $ SPX $ DJIA $ AAPL $ MU,Neutral
4361,710,2019-04-11,"Uber Files IPO NYSE , Says Personal Mobility 'Vast ' Market Opportunity",Neutral
4362,711,2019-04-11,RT @ Brent_Johnson68 : excited speaking @ Benzinga Cannabis Capital Conference Toronto ! 'll presenting panel `` …,Positive
4363,712,2019-04-11,"Cowen Says Yeti 's Guidance Conservative , Predicts Path Higher $ YETI",Positive
4364,713,2019-04-11,"RT @ BenzingaPro : Uber Files $ 1B IPO Under Symbol $ UBER , List New York Stock Exchange",Positive
4365,714,2019-04-11,"Kohl 's CEO Talks Focus Wellness , Amazon Partnership Cramer $ AMZN $ KSS $ PLNT",Neutral
4366,715,2019-04-11,Netflix Analysts Preview Q1 Print $ NFLX $ AAPL $ CMCSA $ DIS $,Neutral
4367,716,2019-04-11,BMO : Potential Headwinds CVS Cancel Out Valuation Advantage $ ANTM $ CVS,Neutral
4368,717,2019-04-11,Analyst : Uber Roadshow 'Dark Shadow ' Over Lyft $ LYFT,Negative
4369,718,2019-04-11,"Bad News Stores , Good News ETF $ EMTY $ WMT $ TGT $ TIF",Positive
4370,719,2019-04-11,Rapid changes taking place across blockchains digital assets means 's endless amount indus…,Negative
4371,720,2019-04-11,"Keurig Losing Buzz , Morgan Stanley Says Downgrade $ KDP",Neutral
4372,721,2019-04-11,"Questionable Strategy , Disappointing Report : Analysts React Bed Bath & amp ; Beyond 's Q4 Earnings $ BBBY",Negative
4373,722,2019-04-11,NYC Mandates Measles Vaccinations ; Merck Exclusive Manufacturer $ MRK,Neutral
4374,723,2019-04-11,Bearish Deutsche Bank Analyst Says 's Easy Path Forward $ DB,Positive
4375,724,2019-04-11,Jefferies Chipotle Investors : Take 'Chips Off Table ' $ CMG,Neutral
4376,725,2019-04-11,Intercept Pharma 's Updated Late-Stage NASH Data Sell-The-News Event ? $ ICPT,Neutral
4377,726,2019-04-11,Papa Murphy 's Gains 30 % Agreeing Sell MTY Food Group $ 190M Deal $ FRSH $ MTYFF,Neutral
4378,727,2019-04-11,Intuit 's TurboTax Live Could Transform Tax Prep $ INTU,Positive
4379,728,2019-04-11,"RT @ Spus : missed today @ Benzinga # PreMarket Prep Show , .",Neutral
4380,729,2019-04-11,Ad Revenue Another Big Catalyst Esports ETF $ ESPO $ AMD $ NVDA $ ATVI $ EA,Neutral
4381,730,2019-04-11,Careful Say Around Alexa : Someone Might Listening $ AMZN,Negative
4382,731,2019-04-11,PC Shipments Decline Q1 ; Lenovo Solidifies Lead $ LNVGY $ AAPL $ DELL $ HPQ,Neutral
4383,732,2019-04-11,Boeing Looked Like Last Time Went Month Without Selling 737 $ BA $ UAL,Neutral
4384,733,2019-04-11,Bank America Gives US Steel Double Downgrade Steel Prices Soften $ X $ NUE $ STLD,Neutral
4385,734,2019-04-11,"Wikileaks Co-Founder Julian Assange Arrested London , Charged Conspiracy Commit Computer Hacking ; Snowden…",Neutral
4386,735,2019-04-11,"Tesla , Panasonic Pull Back Gigafactory Investments $ TSLA",Neutral
4387,736,2019-04-11,Tufin Software IPO : Need Know $ TUFN,Neutral
4388,737,2019-04-11,ETF Furry Friend $ PAWZ,Neutral
4389,738,2019-04-11,28 Stocks Moving Thursday 's Pre-Market Session $ GLG $ AKTS $ ICPT $ SEAC $ KTCC $ APOG $ BBBY $ X $ KDP $ TSLA $ BDSI $ CTRE,Neutral
4390,739,2019-04-11,Colorado 's Q1 Cannabis Sales Figures Reveal Continued Cannibalization Medical Markets $ HMLSF $ MJ,Neutral
4391,740,2019-04-11,# OTD Market History : Apple Launches First Product $ AAPL,Positive
4392,741,2019-04-11,Lyft IPO 'Panic Moment ' Venture Capitalists ? $ LEVI $ LYFT $ PINS,Neutral
4393,742,2019-04-11,Robinhood Launches New Premium Trading Features,Positive
4394,743,2019-04-11,"Congress Grills Bank CEOs Systemic Risks , Russia , Executive Compensation $ JPM $ BAC $ C",Neutral
4395,744,2019-04-10,Vangst Releases 2019 Women Cannabis Report : 'Thousands Opportunities ',Neutral
4396,745,2019-04-10,RT @ JavierHasse : Hot # News via @ Benzinga # Cannabis ! # Colorado 's Q1 # Marijuana Sales Figures Reveal Continued Cannibalization # Medical Ma…,Positive
4397,746,2019-04-10,Jumia Technologies IPO : Need Know $ JMIA $ AMZN $ BABA,Neutral
4398,747,2019-04-10,Boeing Looked Like Last Time Went Month Without Selling 737 $ BA,Neutral
4399,748,2019-04-10,Update : Bed Bath & amp ; Beyond shares down 6 % after-hours trading releasing updated guidance…,Negative
4400,749,2019-04-10,Bed Bath & amp ; Beyond 's Q4 Beat Raise Sends Stock Higher $ BBBY,Positive
4401,750,2019-04-10,Treasury Sells $ 24B 10-Year Notes Lowest Rate Since 2017,Neutral
4402,751,2019-04-10,Startups Seattle : Amazon Spin-Out Companies ? $ AMZN $ MSFT $ SBUX,Neutral
4403,752,2019-04-10,"Baird Remains Confident Nike , Prefers Foot Locker $ FL $ NKE",Positive
4404,753,2019-04-10,Apple 's 9-Day Winning Streak Ends : Happened 's Next ? $ AAPL,Positive
4405,754,2019-04-10,"KeyBanc Upgrades Nordstrom , Says Valuation Undervalues Businesses $ JWN",Neutral
4406,755,2019-04-10,'s Late Embrace Internet ETF $ BABA $ FDN $ OGIG,Negative
4407,756,2019-04-10,"Wieland Group , Global Brass Copper Announce Merger $ BRSS",Neutral
4408,757,2019-04-10,BMO Takes Wait-And-See Approach Fox TV $ FOXA,Neutral
4409,758,2019-04-10,Bulls Bud Week : CB2 Insights Dr. Kerklaan 's Therapeutics $ CBII $ ALEAF $ GWPH,Neutral
4410,759,2019-04-10,"American Airlines Analyst Cuts Estimates Weaker Cargo Revenue , MAX Fleet Grounding $ AAL $ BA",Neutral
4411,760,2019-04-10,"UBS Upgrades Gilead , Sees EPS Upside 2019 $ AMGN $ BIIB $ GILD",Neutral
4412,761,2019-04-10,. @ RobinhoodApp Launches New Premium Trading Features,Positive
4413,762,2019-04-10,"YieldStreet Acquires Athena Art Finance Carlyle Group , Co-Investors $ CG",Neutral
4414,763,2019-04-10,"Mixed Takes Apple : BofA Says iPhone Trade-Ins Could Boost Upgrades , HSBC Says Services Pivot May Bring Lower…",Neutral
4415,764,2019-04-10,Second Time 's Charm Amgen FDA OKs Bone-Building Osteoporosis Drug $ AMGN $ NVS,Neutral
4416,765,2019-04-10,RT @ Spus : missed today @ Benzinga # PreMarket Prep Show .,Neutral
4417,766,2019-04-10,"BMO Upgrades Disney , Says Stock Downside Protection Upside Potential $ DIS",Neutral
4418,767,2019-04-10,"Q1 Cannabis Wholesale Report : Best-Selling Brands Products , Pharma , CBD Interstate Commerce $ HMLSF $ MJ",Neutral
4419,768,2019-04-10,Report : US Senators Introduce Bill Expanding EV Tax Credit 400K Vehicles $ GM $ SOLO $ TSLA,Neutral
4420,769,2019-04-10,Get Genomics New ETF $ GNOM $ BMRN $ ILMN $ VRTX,Positive
4421,770,2019-04-10,PagerDuty IPO : Need Know $ PD,Neutral
4422,771,2019-04-10,Delta Air Lines CEO : 'Great Start ' New Year $ BA $ DAL,Positive
4423,772,2019-04-10,Way : Uber Plans Sell $ 10B Stock May IPO $ BABA $ LYFT,Neutral
4424,773,2019-04-10,26 Stocks Moving Wednesday 's Pre-Market Session $ SFET $ IZEA $ LEVI $ SLP $ NVAX $ GH $ JBLU $ KBH $ DAL $ PTE $ PHAS…,Neutral
4425,774,2019-04-10,# OTD Market History : Apple Hits $ 600B Market Cap $ AAPL $ FB $ MSFT,Neutral
4426,775,2019-04-10,"Scoop : Northern Swan Holdings Closes $ 58M Financing Round Fuel Latin America , Europe Expansion $ HMLSF $ MJ",Negative
4427,776,2019-04-10,Make Messy First Quarter US Retailers,Positive
4428,777,2019-04-10,'It 's Quality ' : @ B_Real Cypress Hill # BongAppétit Talks Cannabis Entertainment Business,Neutral
4429,778,2019-04-10,RT @ jane_yul : kids anything tonday definitely,Neutral
4430,779,2019-04-10,Interesting Opportunity Brewing Mid-Cap ETFs $ IJK $ IVW $ RFG,Positive
4431,780,2019-04-09,"Morgan Stanley Previews Disney 's Analyst Day , Says Consumers Strong Interest Streaming Platform $ DIS",Positive
4432,781,2019-04-09,Lyft IPO 'Panic Moment ' Venture Capitalists ? $ LYFT $ LEVI $ PINS,Neutral
4433,782,2019-04-09,March IMX Reveals Value Making Comeback $ TSLA $ NIO $ F $ ACB $ BABA $ TWLO $ FB $ AMZN $ NFLX $ GOOGL,Neutral
4434,783,2019-04-09,Cannabis Insider -,Neutral
4435,784,2019-04-09,"New Guess CEO Outlines Plans Future , Eyes Product Expansion Denim $ GES",Positive
4436,785,2019-04-09,"Geron 's Blood Cancer Candidate Creates Buying Opportunity , Needham Says Upgrade $ GERN $ JNJ $ XLRN",Neutral
4437,786,2019-04-09,"Blockchain technologies disrupting government , finance , supply chain healthcare . could mean…",Neutral
4438,787,2019-04-09,"Calvin Klein Concerns Turning Positives PVH , Morgan Stanley Says Bullish Initiation $ PVH",Neutral
4439,788,2019-04-09,RT @ smallcappower : month ’ Benzinga # Cannabis Capital Conference massive speaker lineup ! Click watch # interview with…,Neutral
4440,789,2019-04-09,Bearish Technical Signal Apple Amid 9-Day Rally $ AAPL,Neutral
4441,790,2019-04-09,Wells Fargo 's Asset Sale : Need Know $ PFG $ WFC,Neutral
4442,791,2019-04-09,Analyst : Square Card Could Add $ 100M Annual Revenue $ SQ,Neutral
4443,792,2019-04-09,US Threatens EU Tariffs Over Aircraft Subsidies ; Retaliation Expected $ BA $ EADSY $ BMWYY $ DMLRY $ F $ GM,Negative
4444,793,2019-04-09,Perfect ETF Frugal New Investors Alike $ SCHB $ VOO,Positive
4445,794,2019-04-09,3 Reasons RBC Bullish Western Digital $ WDC,Neutral
4446,795,2019-04-09,IMF Cuts Global Growth Forecast,Neutral
4447,796,2019-04-09,Study Says Canadian Cannabis Market Could Reach $ 5.2B 2024 : 4 Provinces Watch $ MJ $ HMLSF $ ACB $ CGC $ CRON $ TLRY,Neutral
4448,797,2019-04-09,Credit Suisse Downgrades US Steel Ahead 'Sheet Tsunami ' $ X,Neutral
4449,798,2019-04-09,RT @ Spus : missed today @ Benzinga # PreMarket Prep Show .,Neutral
4450,799,2019-04-09,"Cowen Upgrades Disney , Bullish Streaming Service Movie Pipeline $ DIS $ NFLX",Neutral
4451,800,2019-04-09,RT @ BenzingaPro : USA JOLTs Job Openings Feb 7.087M vs 7.55M Est ; Prior 7.581M,Neutral
4452,801,2019-04-09,Wynn Resorts Calls Off Merger Talks Australia 's Crown Resorts $ CWLDF $ WYNN,Neutral
4453,802,2019-04-09,RT @ timseymour : Cannabis Bubble ? Tim Seymour Believes Market 'Grossly Understated ' $ ACB $ CRON $ HMLSF,Neutral
4454,803,2019-04-09,"5G : 's Available , 's First , 's Next $ MSI $ $ $ VZ $ TMUS",Positive
4455,804,2019-04-09,"Morgan Stanley Says 's Time Capitalize Facebook Monetizes Messaging , Instagram Stories $ FB",Neutral
4456,805,2019-04-09,Reasons Cheer Greece ETF $ GREK,Neutral
4457,806,2019-04-09,FDA Rejects Regulatory Filing Zogenix Epilepsy Drug ; GW Pharma Moves Sympathy $ GWPH $ ZGNX,Neutral
4458,807,2019-04-09,Make Messy First Quarter US Retailers $ XRT $ WMT $ TGT $ BJ $ DG $ DLTR,Positive
4459,808,2019-04-09,Much Damage Tusa 's Downgrade GE 's Technical Picture ? $ GE,Positive
4460,809,2019-04-09,28 Stocks Moving Tuesday 's Pre-Market Session $ CCNI $ PHAS $ ADOM $ TMSR $ LPI $ GWPH $ ALKS $ ZGNX $ DARE $ NVS $ LNN…,Neutral
4461,810,2019-04-09,# OTD Market History : Brokers Begin Trading Shares NYSE,Neutral
4462,811,2019-04-09,"Week Ahead Biotech : Conferences , PDUFA Dates Clinical Trial Readouts $ IBB $ XBI",Neutral
4463,812,2019-04-09,. @ TDAmeritrade Expanding 24-Hour Trading Offerings $ AMTD $ VIRT,Neutral
4464,813,2019-04-09,"5G : 's Available , 's First , 's Next $ $ VZ $ $ TMUS $ MSI",Positive
4465,814,2019-04-08,Barron 's : Bull Market End $ SPX $ DJIA,Neutral
4466,815,2019-04-08,2019 : Record Year IPOs ? $ FPX $ IPO,Neutral
4467,816,2019-04-08,Home Improvement Loan Good Idea ? $ HD,Positive
4468,817,2019-04-08,"Opinion | Learn Technicals , Honest",Positive
4469,818,2019-04-08,RT @ JavierHasse : Emerald Bioscience 's Stock Up 135 % YTD : 's Going ? latest @ Benzinga # Cannabis ft. @ NemusBioscience $ E…,Positive
4470,819,2019-04-08,New China ETF Consider $ CHIL $ FXI,Positive
4471,820,2019-04-08,Buffett Weighs Best Qualified Run Wells Fargo $ WFC,Positive
4472,821,2019-04-08,"Aphria , Aurora Cannabis Wayland Group said 've selected German Federal Institute Drugs and…",Neutral
4473,822,2019-04-08,RT @ WPCareySchool : would give get out debt ?,Neutral
4474,823,2019-04-08,Much Damage Tusa 's Downgrade GE 's Technical Picture ? $ GE,Positive
4475,824,2019-04-08,"Regeneron , Alnylam Strike $ 1B Collaboration RNAi-based Therapeutics $ ALNY $ REGN",Neutral
4476,825,2019-04-08,"Longer Taboo : Jeanie Buss , John Skipper Talk Sports Betting $ DIS",Neutral
4477,826,2019-04-08,Walmart Start Carrying New Age Beverages ' Marley Brand Products $ NBEV $ WMT,Positive
4478,827,2019-04-08,Boeing Feeling Pressure $ BA,Neutral
4479,828,2019-04-08,Sports Experts Weigh Michael Avenatti 's Nike Allegations $ NKE,Neutral
4480,829,2019-04-08,Aurora Cannabis Analyst Lifts Price Target Company Nears German Regulatory Approval $ ACB,Neutral
4481,830,2019-04-08,Needham : Tesla Nearing End Growth Spurt $ TSLA,Neutral
4482,831,2019-04-08,"737s Grounded , Raymond James Goes Standby Southwest Airlines $ BA $ LUV",Neutral
4483,832,2019-04-08,'We Want Build Whole Ecosystem ' : Discovery Bullish Golf $ DISCA $ NFLX $,Positive
4484,833,2019-04-08,Sony 's Stock Jumps Following Report Dan Loeb Building Position $ SNE $ AMZN $ NFLX,Neutral
4485,834,2019-04-08,Pinterest Prices IPO Discount Latest Valuation Round $ PINS,Positive
4486,835,2019-04-08,RT @ Spus : missed today @ Benzinga # PreMarket Prep Show .,Neutral
4487,836,2019-04-08,Cowen Projects Profit Declines Micron 2020 $ MU,Neutral
4488,837,2019-04-08,Cannabis Bubble ? @ timseymour Believes Market 'Grossly Understated ' $ MJ $ HMLSF,Neutral
4489,838,2019-04-08,"Despite Huge Run Already 2019 , RBC Sees Upside Snapchat 's Stock $ FB $ SNAP",Positive
4490,839,2019-04-08,"JPMorgan Downgrades GE , Says Wall Street 'Significantly Over Projecting ' Cash Flow $ GE",Positive
4491,840,2019-04-08,"Citi Downgrades Roku Sell Increased Competition , Valuation $ ROKU $ AAPL $ GOOGL",Neutral
4492,841,2019-04-08,Pre-Market Activity : Need Know -,Neutral
4493,842,2019-04-08,# OTD Market History : FDR Signs Works Progress Administration,Neutral
4494,843,2019-04-08,TD Ameritrade Expanding 24-Hour Trading Offerings $ AMTD $ VIRT,Neutral
4495,844,2019-04-08,24 Stocks Moving Monday 's Pre-Market Session $ MARA $ CHRS $ SFET $ NBEV $ SRAX $ GE $ SPR $ ROKU $ BA $ BEN $ CHDN,Neutral
4496,845,2019-04-08,"Insider Buys Week : Costco , Walgreens , Revlon $ COST $ REV $ WBA",Neutral
4497,846,2019-04-08,Scoop : SHO Products Closes Series Financing Led VC Investor Ann Tenenbaum,Neutral
4498,847,2019-04-08,"IPO Outlook Week : African E-Commerce , Digital Management , Software Solutions $ JMIA $ PD $ TUFN",Neutral
4499,848,2019-04-08,Sports Experts Weigh Michael Avenatti 's Nike Allegations $ NKE,Neutral
4500,849,2019-04-08,Peek Behind Curtain : Business Indie Wrestling # WrestleMania Weekend $ MSG $ WWE,Negative
4501,850,2019-04-08,"Triple H , Stephanie McMahon Talk WWE 's Future Ahead # WrestleMania 35 $ DIS $ WWE",Neutral
4502,851,2019-04-07,"John Oliver Roasts WWE , Time Health Benefits Independent Contracts $ WWE",Neutral
4503,852,2019-04-07,Analyst : WWE Network Subscriber Data Bullish Ahead # WrestleMania $ CMCSA $ FOXA $ WWE,Neutral
4504,853,2019-04-07,Vince McMahon Sells $ 271M Worth WWE Stock Help Fund XFL Reboot $ WWE,Positive
4505,854,2019-04-07,"Bulls & amp ; Bears Week : Dow , Lyft , Pfizer , Schlumberger , Tesla $ DOW $ GME $ INTC $ PFE $ INTC $ SLB $ LYFT…",Neutral
4506,855,2019-04-07,"Week Ahead Biotech : Conferences , PDUFA Dates Clinical Trial Readouts $ IBB $ XBI $ MRK $ ALKS $ EIGR $ SBPH",Neutral
4507,856,2019-04-07,"Week 's Cannabis News : FDA CBD , STATES Act , Cresco Origin House , Europe High Times $ MJ $ ACB…",Positive
4508,857,2019-04-07,Retirement Calculator Makes Sense,Neutral
4509,858,2019-04-07,Surprising ETFs Hold Lyft Uber $ LYFT $ IYT $ XLI $ XTN,Positive
4510,859,2019-04-07,RBC Says AMD High Beta Name 2019 : 'It 's Profitable Buy Stock Down Days ' $ AMD,Positive
4511,860,2019-04-07,Short Sellers Earn $ 770M Profit Tesla Deliveries Miss $ TSLA,Neutral
4512,861,2019-04-07,Tesla Analysts Weigh Huge Deliveries Miss $ TSLA,Positive
4513,862,2019-04-07,NIO 's Lower Share Price Charges Interest Chinese EV Maker $ NIO $ TSLA,Neutral
4514,863,2019-04-07,"Aphria , Aurora Cannabis , Wayland Group Win Public Tender Grow Medical Marijuana Germany $ ACB $ APHA $ MRRCF",Positive
4515,864,2019-04-07,RT @ JasonShubnell : @ Benzinga most-read story week : Aurora Cannabis Files Preliminary Prospectus Raise Up $ 750M $ ACB @ Alex…,Neutral
4516,865,2019-04-07,"RT @ DarrenHeitner : Avenatti may dirt Nike , mere fact ’ excuse actions & amp ; way chooses conduct business.…",Negative
4517,866,2019-04-07,RT @ Benzinga : Tilray 's stock dipped new 2019 lows week . ’ look charts saying Tilray ’ technical pictur…,Positive
4518,867,2019-04-07,"RT @ HenriArslanian : fun recording podcast @ Benzinga broad range topics including # FinTech # Asia , global # crypto…",Positive
4519,868,2019-04-07,"Triple H , Stephanie McMahon Talk WWE 's Future Ahead # WrestleMania 35 $ DIS $ WWE",Neutral
4520,869,2019-04-06,Sports Experts Weigh Michael Avenatti 's Nike Allegations,Neutral
4521,870,2019-04-06,"RT @ TheCannaWriter : # Wrestlemania week , take look business independent wrestling many events follow 'Mania ea…",Positive
4522,871,2019-04-06,"IPO Outlook Week : African E-Commerce , Digital Management , Software Solutions",Neutral
4523,872,2019-04-06,Barron 's : Bull Market End,Neutral
4524,873,2019-04-06,New China ETF Consider,Positive
4525,874,2019-04-06,'We Want Build Whole Ecosystem ' : Discovery Bullish Golf $ DISCA $ NFLX $,Positive
4526,875,2019-04-06,"US March Payrolls Exceed Forecasts , Unemployment Rate Still 3.8 %",Neutral
4527,876,2019-04-05,Henri Arslanian Tells Us Things Going Asia 's Fintech Market,Neutral
4528,877,2019-04-05,n't Pave Over Infrastructure ETF $ PAVE $ CSX $ NSC $ UNP,Neutral
4529,878,2019-04-05,5 Stock Picks Top-Rated TipRanks Analyst $ ACN $ COUP $ FIS $ XELA $ IMXI,Neutral
4530,879,2019-04-05,Home Improvement Loan Good Idea ? $ HD,Positive
4531,880,2019-04-05,Peek Behind Curtain : Business Indie Wrestling # WrestleMania Weekend $ WWE,Negative
4532,881,2019-04-05,Tilray 's stock dipped new 2019 lows week . ’ look charts saying Tilray ’ techni…,Positive
4533,882,2019-04-05,@ Invest420 Likes Alcanna Going Forward $ LQSIF,Neutral
4534,883,2019-04-05,"Benzinga Pro users alerted $ VTL company announced merger , giving users enough time make in…",Neutral
4535,884,2019-04-05,"Street 's Reaction Constellation Brands Earnings , Wine Divestiture $ STZ",Neutral
4536,885,2019-04-05,"Triple H , Stephanie McMahon Talk WWE 's Future Ahead WrestleMania 35 $ DIS $ WWE",Neutral
4537,886,2019-04-05,"Netflix Analyst Remains Bullish Ahead Q1 Print , Expects Near-Term 'Noise ' $ NFLX",Neutral
4538,887,2019-04-05,"5 Reasons Short Lyft , According Activist Short Seller Citron Research $ LYFT",Neutral
4539,888,2019-04-05,RBC : Renewed CBS Merger Possibility Brings Viacom Upgrade $ VIAB $ CBS $,Neutral
4540,889,2019-04-05,Short Sellers Earn $ 770M Profit Tesla Deliveries Miss $ TSLA,Neutral
4541,890,2019-04-05,New Spin India ETFs $ IXSE $ CXSE $ EPI $ XSOE,Positive
4542,891,2019-04-05,RT @ JavierHasse : HOT : @ Benzinga CEO @ JasonRaznick Chats # Cannabis # Media Space @ kcsastrategic 's @ The_GreenRush # Podcast cc . @ L…,Positive
4543,892,2019-04-05,"Suds Sales Decline , Goldman Downgrades Boston Beer $ SAM $ STZ $ TAP",Neutral
4544,893,2019-04-05,"Aphria , Aurora Cannabis , Wayland Group Win Public Tender Grow Medical Marijuana Germany $ ACB $ APHA $ MRRCF",Positive
4545,894,2019-04-05,Raymond James Cuts Duluth Holdings Estimates Q4 Miss $ DLTH,Neutral
4546,895,2019-04-05,"Analyst Starts Coverage Fannie Mae , Views Common Preferred Shares Call Option $ FNMA $ FMCC",Negative
4547,896,2019-04-05,"Bank America Upgrades Anheuser Busch , Says Mainstream Beer Still Slumping $ BUD $ HEINY",Neutral
4548,897,2019-04-05,3 New Initiatives Snapchat Create 'Opportunity ' Drive Usage $ FB $ SNAP,Positive
4549,898,2019-04-05,RT @ Spus : missed today @ Benzinga # PreMarket Prep Show .,Neutral
4550,899,2019-04-05,VICI Properties Reports Purchase JACK Cincinnati Casino $ 745M $ CZR $ PENN $ VICI,Neutral
4551,900,2019-04-05,Tilray 's Stock Find Technical Support ? $ TLRY $ ACB $ APHA $ GWPH,Neutral
4552,901,2019-04-05,"RT @ BenzingaEvents : TODAY , 4:30 - @ Benzinga HQ downtown Detroit ! Beer & amp ; conversation flowing cannabis ! Knock off w…",Neutral
4553,902,2019-04-05,"Judge Dismisses Elon Musk Contempt Claims , Orders Revision Settlement Addressing SEC Concerns $ TSLA",Negative
4554,903,2019-04-05,"VPR Brands Kevin Frija : Vaping , Cannabis Industries Like 'Orange Juice Oranges ' $ VPRB",Neutral
4555,904,2019-04-05,Switching Sides : Google AI Expert Accepts Job Apple $ AAPL $ GOOG $ GOOGL,Neutral
4556,905,2019-04-05,Surprising ETFs Hold Lyft Uber $ LYFT $ XLI $ XTN $ XLK,Positive
4557,906,2019-04-05,RT @ BenzingaPro : USA Nonfarm Payrolls Mar 196K vs 175K Est ; Prior 20K USA Private Payrolls Mar 182K vs 170K Est ; Prior 25K USA Un…,Neutral
4558,907,2019-04-05,24 Stocks Moving Friday 's Pre-Market Session $ CNET $ PHUN $ FC $ TGI $ GBX $ AQB $ SYRS $ DLTH $ MACK $ ALT $ CGNX $ SAM,Neutral
4559,908,2019-04-05,# OTD Market History : San Francisco Mandates Paid Parental Leave,Neutral
4560,909,2019-04-05,RT @ Benzinga : Tesla crashed 8.2 % today announcing first-quarter deliveries softer forecasts . Could electric automaker in…,Neutral
4561,910,2019-04-05,State # eSports : Investors Pay Attention $ AMZN $ ATVI $ CMCSA $ EA,Neutral
4562,911,2019-04-05,State Streets Unveils Sector Rotation ETFs $ FISR $ XLSR $ XLK $ XLV $ XLY,Neutral
4563,912,2019-04-05,Morgan Stanley Talks Apple App Store Trends $ AAPL,Neutral
4564,913,2019-04-04,"Adidas Signs Beyoncé , Relaunch Ivy Park Line , Create Signature Shoe , Apparel $ ADDYY",Neutral
4565,914,2019-04-04,"Home Loans : Guide Mortgages , Types Home Improvement Loans",Neutral
4566,915,2019-04-04,Teck Resources Analysts Bullish Investor Day : 'The Company Enviable Position ' $ TECK,Neutral
